P08908 5ht1a_human
H0ZJZ6 h0zjz6_taegu
E2ELV7 e2elv7_miccf
A0A068PCB6 a0a068pcb6_cotja
A0A091NEU6 a0a091neu6_9pass
B0S6C2 calrl_danre
M9RSE2 m9rse2_9tele
H2TDV4 h2tdv4_takru
C0KUU7 c0kuu7_pantr
F6ZG05 f6zg05_ornan
G3QEB8 g3qeb8_gorgo
K4GUW4 k4guw4_9saur
Q5G6P0 q5g6p0_nycal
Q9TUV4 q9tuv4_calja
W8W3F8 w8w3f8_rat
G3M725 g3m725_phaci
Q6DHQ8 q6dhq8_danre
R0LK93 r0lk93_anapl
Q66XP9 q66xp9_sceun
F6WQP1 f6wqp1_xentr
F7BXI7 f7bxi7_macmu
R4L4G4 r4l4g4_phycd
H0Z9M8 h0z9m8_taegu
G1Q5L4 g1q5l4_myolu
G8DKA7 g8dka7_notvi
G3M6E0 g3m6e0_9carn
F6WGJ8 f6wgj8_xentr
O02777 cnr1_felca
W5NQ57 w5nq57_sheep
F2Y5J7 f2y5j7_kogsi
H0YVB5 h0yvb5_taegu
V8PI82 v8pi82_ophha
A0A096MTV5 a0a096mtv5_papan
F1MIX5 f1mix5_bovin
G3UIW8 g3uiw8_loxaf
Q6E127 q6e127_9pass
M3W703 m3w703_felca
E1BHL6 e1bhl6_bovin
V8P564 v8p564_ophha
Q8K0V0 q8k0v0_mouse
H6BFP8 h6bfp8_9hyst
C3U0E5 c3u0e5_9prim
F6PRZ2 f6prz2_xentr
H2ULE0 h2ule0_takru
P35347 crfr1_mouse
Q8MJU6 ta2r1_chlae
W5QDX4 w5qdx4_sheep
G7NL04 g7nl04_macmu
H0V627 h0v627_cavpo
Q7ZTV5 fshr_caimo
H9H7A0 h9h7a0_mondo
Q5UCB4 q5ucb4_mouse
G3U3L8 g3u3l8_loxaf
A0A0B6VTJ8 a0a0b6vtj8_mouse
G1P9I6 g1p9i6_myolu
Q0GBZ5 ox1r_bovin
G1SC91 g1sc91_nomle
K4GTN3 k4gtn3_aloan
G1SPU9 g1spu9_rabit
H2N6Y2 h2n6y2_ponab
A0A0D9SDR7 a0a0d9sdr7_chlsb
A0A093EU12 a0a093eu12_gavst
H3DLM2 h3dlm2_tetng
I3K0V1 i3k0v1_oreni
Q711I9 mrgre_mouse
F7CTY0 f7cty0_xentr
F7BP65 f7bp65_ornan
H7BRX3 h7brx3_devpa
Q3U1H9 q3u1h9_mouse
Q3KRC4 gpc5c_rat
V8P2C5 v8p2c5_ophha
A0A096MKM6 a0a096mkm6_papan
P47745 aa1r_cavpo
A0A0D9SD46 a0a0d9sd46_chlsb
C5G5X7 c5g5x7_pig
F7F467 f7f467_mondo
Q9TV46 q9tv46_cerne
F2XHD5 f2xhd5_9gobi
I3MPG2 i3mpg2_icttr
Q5G6P9 q5g6p9_myzau
K7EX77 k7ex77_pelsi
G5CVT9 g5cvt9_tarro
G3QLM2 g3qlm2_gorgo
F7G848 f7g848_ornan
K7RNI4 k7rni4_9saur
Q1LUN9 q1lun9_danre
X2CCX6 x2ccx6_9prim
B6VRS4 b6vrs4_rabit
Q2Q8L2 q2q8l2_phytc
U3J4B5 u3j4b5_anapl
K4HGH5 k4hgh5_9saur
G3X953 fzd7_mouse
A8CU09 a8cu09_9neob
U3JWQ7 u3jwq7_fical
K7R9Q9 k7r9q9_9saur
L0GEA8 l0gea8_9saur
G1SD94 g1sd94_rabit
Q8BZ39 nmur2_mouse
G3M741 g3m741_cernt
V9PWB0 v9pwb0_9neob
Q0Q7W7 q0q7w7_permx
Q543X3 q543x3_mouse
M3WPJ2 m3wpj2_felca
F7HMZ4 f7hmz4_macmu
Q66IC1 q66ic1_danre
G1QEC6 g1qec6_myolu
K7EZT7 k7ezt7_pelsi
A2RTK9 fzd8_mouse
F6KWE0 f6kwe0_epico
G1RXB2 g1rxb2_nomle
H6BFN5 h6bfn5_ctele
H2N1E7 h2n1e7_oryla
B6ZGQ8 b6zgq8_muscr
Q95255 ghsr_pig
H9H7P0 h9h7p0_mondo
A5A4S9 a5a4s9_horse
P97936 5ht7r_rat
K7DTL4 k7dtl4_pantr
A7MC54 a7mc54_xentr
G3V868 g3v868_rat
B3FFB7 b3ffb7_galvi
A0A096M135 a0a096m135_poefo
F6ZZ38 f6zz38_macmu
R4GAQ6 r4gaq6_anoca
G1P8J6 g1p8j6_myolu
G3M6G7 g3m6g7_cappi
Q2KI20 gasr_bovin
Q9PTF7 q9ptf7_danre
A5X7I2 a5x7i2_eirba
Q5G6Q7 q5g6q7_rhyna
J7MBF1 j7mbf1_pantr
H2Q5F9 h2q5f9_pantr
A8QXS4 a8qxs4_trima
Q50DZ8 q50dz8_canfa
G1LUY8 g1luy8_ailme
K4GR57 k4gr57_9saur
A8E7T8 a8e7t8_danre
U3FXT5 u3fxt5_calja
H2NBN6 h2nbn6_ponab
F6V8I8 f6v8i8_mondo
G1ND41 g1nd41_melga
A0A077AY40 a0a077ay40_9saur
G5CVS1 g5cvs1_petbr
F6T528 f6t528_ornan
G1TF17 g1tf17_rabit
F7FE63 f7fe63_macmu
P28646 ssr1_rat
H2PNQ7 h2pnq7_ponab
H2Q2Y5 h2q2y5_pantr
I3N420 i3n420_icttr
E2GLM7 e2glm7_bovin
G1NG10 g1ng10_melga
H2MTE9 h2mte9_oryla
Q9MYJ9 q9myj9_rabit
E1B8R4 e1b8r4_bovin
M3Z038 m3z038_muspf
C7BBT9 c7bbt9_epicl
J9P4Z8 j9p4z8_canfa
E2R038 e2r038_canfa
G1SD93 g1sd93_rabit
G1QZM3 g1qzm3_nomle
I0CKB9 i0ckb9_ponab
A2TAI8 a2tai8_9sala
R9TKA6 r9tka6_9saur
F6XKY6 f6xky6_horse
W5KNG2 w5kng2_astmx
W8W3M5 w8w3m5_rat
A8CUL0 a8cul0_9neob
G3UKY6 g3uky6_loxaf
Q5Y4Z6 t2r30_panpa
Q1AG32 q1ag32_rabit
A0A096NB28 a0a096nb28_papan
G8JCB3 g8jcb3_9tele
Q645T0 ta2r9_macmu
H2PFN4 h2pfn4_ponab
F6U6G8 f6u6g8_macmu
F1MF96 q9tuj1_bovin
Q5XPV3 q5xpv3_angja
U3C9M8 u3c9m8_calja
I3N3C5 i3n3c5_icttr
R4JMY1 r4jmy1_9neob
P52702 drd2_chlae
M4AXM7 m4axm7_xipma
H7BRS0 h7brs0_9tele
U6DWM3 u6dwm3_neovi
G1RBV4 g1rbv4_nomle
I3Y3F4 i3y3f4_agats
A0A0E3USB3 a0a0e3usb3_tytal
I3N2I5 i3n2i5_icttr
A7KN89 a7kn89_thobo
E5G692 e5g692_9pass
V8PB46 v8pb46_ophha
Q9BFZ4 q9bfz4_trima
H2U805 h2u805_takru
F8R8T4 f8r8t4_9neob
G1PBW1 g1pbw1_myolu
P35411 cx3c1_rat
B2NJY8 b2njy8_9tele
H3C6R7 h3c6r7_tetng
G1N0P9 g1n0p9_melga
J7M7L5 j7m7l5_pantr
Q9BG00 q9bg00_tamte
G1MRD0 g1mrd0_melga
G1MMF1 g1mmf1_ailme
K7R005 k7r005_9saur
G1SNR8 g1snr8_rabit
R9QRS7 r9qrs7_chiex
G1MAU6 g1mau6_ailme
I3NGA3 i3nga3_icttr
R0JIH9 r0jih9_anapl
P56493 ccr5_chlae
Q9JKE7 t2r41_rat
H2N874 h2n874_ponab
G3M6E9 g3m6e9_ptepa
H0XCE9 h0xce9_otoga
A3EX52 a3ex52_micmu
V8NJE5 v8nje5_ophha
F7BTW6 f7btw6_calja
Q1AG29 q1ag29_rabit
W5Q5V6 w5q5v6_sheep
V8PI09 v8pi09_ophha
A0A0D9SAB0 a0a0d9sab0_chlsb
H3BZ07 h3bz07_tetng
H0XS05 h0xs05_otoga
Q9BG12 q9bg12_cersi
A9LK39 a9lk39_chlae
K4EJF9 k4ejf9_9rode
K4HHE2 k4hhe2_9saur
W5MAM3 w5mam3_lepoc
Q60476 ada2c_cavpo
F6T8Y4 f6t8y4_xentr
I0CJV9 i0cjv9_9tele
G3QKB8 g3qkb8_gorgo
A0A076MLG7 a0a076mlg7_epiar
B7ZP48 b7zp48_mouse
A0A096NET8 a0a096net8_papan
H0WVM0 h0wvm0_otoga
M3Z5C7 m3z5c7_muspf
G3UQ52 g3uq52_melga
Q5G6P6 q5g6p6_mystu
A4KTS6 a4kts6_kalpu
A2RQU4 a2rqu4_phyhy
G3M6D8 g3m6d8_melme
D2YYN3 d2yyn3_9neob
A0A182 a0a182_danre
Q6UQ03 q6uq03_mouse
Q2HQA0 q2hqa0_9mamm
H2V4D7 h2v4d7_takru
P49578 acm3_chick
Q80XY4 q80xy4_chain
H0ZMF0 h0zmf0_taegu
A4ZZ58 a4zz58_horse
Q9TUU8 q9tuu8_cerdi
G3M7T6 g3m7t6_prolo
Q9TQW0 q9tqw0_nomco
F1N5V2 f1n5v2_bovin
A0A0D9SAD8 a0a0d9sad8_chlsb
H0VHK9 h0vhk9_cavpo
M3X8M5 m3x8m5_felca
D5LFY9 d5lfy9_bubbu
F6YNP4 f6ynp4_macmu
H0YY10 h0yy10_taegu
H0WYC8 h0wyc8_otoga
Q64264 5ht1a_mouse
A2SXS6 a2sxs6_canfa
G3VUK4 g3vuk4_sarha
Q5QD25 taar2_rat
P79223 calcr_rabit
H7BRW5 h7brw5_9tele
Q95LH1 gpr1_macfa
Q09J35 q09j35_macmu
Q80T53 taar2_mouse
A0A091CM29 a0a091cm29_fukda
A0A096N453 a0a096n453_papan
S5G1Y7 s5g1y7_podmu
G3M6D5 g3m6d5_sursu
E1CI76 c4tnt1_carau
H9KW90 h9kw90_calja
Q9I949 q9i949_oncma
F6RV76 f6rv76_horse
A0A0D9SB86 a0a0d9sb86_chlsb
F6M1L0 f6m1l0_9tele
H0WQ85 h0wq85_otoga
G1RZ03 g1rz03_nomle
F7HED7 f7hed7_macmu
Q2Q8J2 q2q8j2_phytc
M3YIV3 m3yiv3_muspf
P56450 mc4r_mouse
C0KV26 c0kv26_pantr
K4K3J7 k4k3j7_utast
E0Y442 e0y442_pig
H5ZU18 h5zu18_9gobi
F6V2E1 f6v2e1_horse
F2VRF6 f2vrf6_cersi
H3A231 h3a231_latch
P56479 galr1_mouse
Q95LF3 ackr1_pantr
H3B9B7 h3b9b7_latch
I3N5H9 i3n5h9_icttr
H2RHD0 h2rhd0_pantr
W5LSP7 w5lsp7_astmx
Q5G6N1 q5g6n1_desro
H0WDA7 h0wda7_cavpo
C5HF04 c5hf04_balac
G3T2U3 g3t2u3_loxaf
A3QP01 ts1r2_macmu
H5ZTZ2 h5ztz2_9gobi
G9CTT8 g9ctt8_equbu
F6YI59 f6yi59_xentr
T1QUA0 t1qua0_howbr
H0XHQ8 h0xhq8_otoga
F2VRC7 f2vrc7_cersi
H9GHN6 h9ghn6_anoca
E9KW54 e9kw54_9saur
G3SM57 g3sm57_loxaf
K4GR60 k4gr60_9saur
T1QUC2 t1quc2_9tele
F7FAG1 f7fag1_mondo
G3T0M9 g3t0m9_loxaf
F6YC15 f6yc15_mondo
A0A087YQT4 a0a087yqt4_poefo
W5PDG7 w5pdg7_sheep
M3YTL9 m3ytl9_muspf
P32301 glp1r_rat
F1MX11 f1mx11_bovin
A0A0D9RUM8 a0a0d9rum8_chlsb
G3W196 g3w196_sarha
G1P081 g1p081_myolu
A0A096LPU5 a0a096lpu5_poefo
U3IM22 u3im22_anapl
P06199 acm2_pig
G3VUT4 g3vut4_sarha
O46624 mtr1l_sheep
I6VSJ7 i6vsj7_9saur
H0W8N4 h0w8n4_cavpo
A0A096NYJ9 a0a096nyj9_papan
Q8C010 gpr61_mouse
F7IE10 f7ie10_calja
A5JV23 a5jv23_danre
G1MGF7 g1mgf7_ailme
V8N677 v8n677_ophha
G9CTT3 g9ctt3_equpr
H0UTL0 h0utl0_cavpo
V8P8L4 v8p8l4_ophha
Q66XX0 q66xx0_sceun
U6CR08 u6cr08_neovi
F2X6T3 f2x6t3_9embe
H0XM17 h0xm17_otoga
V8NB67 v8nb67_ophha
A0A068BGZ6 a0a068bgz6_calgo
A5JMD3 a5jmd3_macmu
V9MHP2 v9mhp2_9tele
Q9QXH8 calrl_mouse
G5CX72 g5cx72_mosmo
Q4QXU6 mrgx2_hooho
G3M7T2 g3m7t2_crocr
D7PCY6 d7pcy6_perer
K4GUW9 k4guw9_varea
Q2ABC9 q2abc9_canfa
F6R6Z3 f6r6z3_mondo
J7M7M8 j7m7m8_pantr
D9YLA0 d9yla0_phyva
F7AAI0 f7aai0_mondo
A0A077KE82 a0a077ke82_phave
A0A0D9SBQ8 a0a0d9sbq8_chlsb
Q8SQB3 q8sqb3_antpa
Q49NR1 q49nr1_mouse
F1SX15 f1sx15_ailfu
J7IE50 j7ie50_pig
Q9JLQ8 cd97_mouse
M3Z455 m3z455_muspf
G1QUB2 g1qub2_nomle
H2ZWY6 h2zwy6_latch
A0A096NAR2 a0a096nar2_papan
F6ZE28 f6ze28_calja
C5I812 c5i812_okajo
Q8BUW7 5ht1d_mouse
O88721 v2r_mouse
A0A0F6MYM2 a0a0f6mym2_macth
H2P687 h2p687_ponab
M3XHW7 m3xhw7_latch
T2B172 t2b172_anafu
H0XNB0 h0xnb0_otoga
H0ZN60 h0zn60_taegu
A0A096NH49 a0a096nh49_papan
Q2PBC2 q2pbc2_xenla
Q71TZ0 q71tz0_gorbe
I6UMQ2 i6umq2_9saur
E7BUI2 e7bui2_pig
Q8BM96 agrg7_mouse
G1R1H3 g1r1h3_nomle
K4HGT5 k4hgt5_9saur
G1S9U5 g1s9u5_nomle
A0A068BEW7 a0a068bew7_pitpi
Q68PF6 q68pf6_xentr
B8JMK8 b8jmk8_danre
W5PH40 w5ph40_sheep
G8YY05 g8yy05_chick
Q865E6 mshr_pumya
U3KE97 u3ke97_fical
G1L7T1 g1l7t1_ailme
G3SVQ3 g3svq3_loxaf
G7PB40 g7pb40_macfa
H0W3N7 h0w3n7_cavpo
H7BS09 h7bs09_9tele
H2QPZ4 h2qpz4_pantr
G1EFK4 g1efk4_notfu
B3DLE0 b3dle0_xentr
F1N5B6 f1n5b6_bovin
A0A096MZQ5 a0a096mzq5_papan
V9PWK1 v9pwk1_9neob
Q4RKY3 q4rky3_tetng
A0A087YRI7 a0a087yri7_poefo
B5LYL2 b5lyl2_anapl
Q6R6L8 fshr_mesau
A0A0D4D981 a0a0d4d981_phaci
U3DHT8 u3dht8_calja
Q8UWL5 q8uwl5_takru
B7TVM2 b7tvm2_perpl
B4Z6C8 b4z6c8_drono
H2SDB0 h2sdb0_takru
A0A0D3MML9 a0a0d3mml9_craho
S5GE06 s5ge06_podmu
A5JTZ1 a5jtz1_phacc
G1SAZ0 g1saz0_nomle
H2R3M5 h2r3m5_pantr
X2CDK9 x2cdk9_maccy
W5PCD3 w5pcd3_sheep
G3REZ6 g3rez6_gorgo
G3QQ28 g3qq28_gorgo
V6BQ23 v6bq23_mogin
K4HHG0 k4hhg0_xanvi
H9FG80 h9fg80_macmu
G8JCA9 g8jca9_acami
J7FI58 j7fi58_9pass
O35599 opsg_mouse
Q8HYC3 ur2r_macmu
Q58TF3 q58tf3_9gobi
V8NT91 v8nt91_ophha
F6XXE7 f6xxe7_canfa
G3M6D0 g3m6d0_pecta
K4EJD9 k4ejd9_9rode
B1GVI7 b1gvi7_cragi
I0CKC3 i0ckc3_symsy
D3JHH1 d3jhh1_9saur
H2PB26 h2pb26_ponab
H3AQS1 h3aqs1_latch
U3J6S7 u3j6s7_anapl
I6VQ86 i6vq86_9saur
G5CVQ1 g5cvq1_macla
B2RQM3 b2rqm3_mouse
B6UVA0 b6uva0_chick
A0A096N3V4 a0a096n3v4_papan
M3YV43 m3yv43_muspf
F1NB46 a2th16_chick
F2Y5H8 f2y5h8_steat
Q80T00 q80t00_chain
H0V9F2 h0v9f2_cavpo
G3M737 g3m737_elema
A0A0B4UAZ7 a0a0b4uaz7_bovin
M3Z5B6 m3z5b6_muspf
A9UEA9 a9uea9_bovin
T2MH76 t2mh76_hydvu
A0A0D9S8D6 a0a0d9s8d6_chlsb
G8ENU4 g8enu4_9pass
Q58TF0 q58tf0_9gobi
Q8MJV2 npbw2_bovin
C0M5K5 c0m5k5_ctegu
Q66Y55 q66y55_holma
R4L879 r4l879_zipca
C7G3M7 c7g3m7_pantr
G1NXP1 g1nxp1_myolu
U3KKR5 u3kkr5_fical
A0A096MXA4 a0a096mxa4_papan
I0CJY2 i0cjy2_9tele
G3QJF2 g3qjf2_gorgo
F2Y5J3 f2y5j3_turad
I3LHJ5 i3lhj5_pig
A0A096N4E3 a0a096n4e3_papan
F7BBL0 f7bbl0_ornan
S4UVW5 s4uvw5_fulga
H7BS34 h7bs34_halfa
K4GQL7 k4gql7_9saur
P22328 opsd_chick
H0X7Q1 h0x7q1_otoga
H2UK77 h2uk77_takru
H2R9T8 h2r9t8_pantr
W5PW25 w5pw25_sheep
A7KNB6 a7knb6_thobo
A4KTS1 a4kts1_9neob
H0UV98 h0uv98_cavpo
A3QP06 a3qp06_erypa
I3MYG3 i3myg3_icttr
W5UBU7 w5ubu7_ictpu
T1QVS2 t1qvs2_9pleu
I0B8N9 i0b8n9_damda
F2XH67 f2xh67_9gobi
A8QXR9 a8qxr9_nasna
R9QSF7 r9qsf7_eunmu
K4GR31 k4gr31_9saur
E3V2E4 e3v2e4_sheep
G1PY89 g1py89_myolu
Q5UC03 q5uc03_aleru
O18910 opsg_rabit
A0A0C5GE09 a0a0c5ge09_sheep
E7BUI6 e7bui6_manpe
F1M670 f1m670_rat
Q58D85 par3_bovin
F6ZI26 f6zi26_horse
Q104P0 q104p0_mouse
H0X6V6 h0x6v6_otoga
H2R2N9 h2r2n9_pantr
F6YNA0 f6yna0_horse
F7BZM3 f7bzm3_calja
W8BTM8 w8btm8_cerca
D5LFN2 d5lfn2_carcd
H7BRY5 h7bry5_9tele
F5CB71 f5cb71_gragr
C5HF60 c5hf60_trima
G1NR12 g1nr12_melga
G1SEA5 g1sea5_rabit
H0YPY6 h0ypy6_taegu
J9P6F8 j9p6f8_canfa
W5NM59 w5nm59_lepoc
E9PY61 e9py61_mouse
Q02644 ghrhr_rat
F7HF31 f7hf31_calja
R9XPN5 r9xpn5_9saur
F1NA96 f1na96_chick
F6YNZ0 f6ynz0_macmu
A0A0D9RWA8 a0a0d9rwa8_chlsb
U3JD61 u3jd61_fical
H2R238 h2r238_pantr
F7EB92 f7eb92_mondo
C0KUY3 c0kuy3_pantr
Q5XGJ2 q5xgj2_xentr
F7DZF1 f7dzf1_horse
F7AKU2 f7aku2_horse
H0XJ80 h0xj80_otoga
H9GQA6 h9gqa6_anoca
D2HW49 d2hw49_ailme
T1QV72 t1qv72_9pleu
D6N2H2 d6n2h2_9prim
I0FQ99 i0fq99_macmu
A0A096NYA2 a0a096nya2_papan
F7H1I2 f7h1i2_calja
G3M6E6 g3m6e6_crath
E5G6A9 e5g6a9_9pass
H0XT82 h0xt82_otoga
V8P6R2 v8p6r2_ophha
G3M743 g3m743_pecta
F1PKI7 f1pki7_canfa
L7UNP2 l7unp2_cypca
Q64077 nk2r_cavpo
A8CWP8 a8cwp8_chick
V9PWH7 v9pwh7_9neob
U3KIP6 u3kip6_fical
U5YA37 u5ya37_9neob
Q66Y65 q66y65_holma
Q9R024 opsg_cavpo
Q2N1D9 q2n1d9_danre
F7D5E4 f7d5e4_macmu
B8JME5 b8jme5_danre
G3V6V4 g3v6v4_rat
B6D8T0 b6d8t0_9aves
P47937 nk3r_mouse
G5CX65 g5cx65_delle
G5CVN5 g5cvn5_genge
K7EXE9 k7exe9_pelsi
G1KD63 g1kd63_anoca
G1EG21 g1eg21_pashi
B3FFB5 b3ffb5_eirba
J9P1K3 j9p1k3_canfa
K7FSG0 k7fsg0_pelsi
A0A0F6TN93 a0a0f6tn93_canfa
M3WMF4 m3wmf4_felca
S5G4T6 s5g4t6_podmu
F7EVN3 f7evn3_calja
A0A068PBY5 a0a068pby5_cotja
M9PNR6 m9pnr6_chick
K4HGA1 k4hga1_9saur
M3VYW5 m3vyw5_felca
D8KZH6 d8kzh6_papha
Q646F0 t2r39_papha
Q8MIE5 q8mie5_9euth
F6SLS0 f6sls0_macmu
A0A096NA11 a0a096na11_papan
X1WHD4 x1whd4_danre
E9KVY6 e9kvy6_bipbi
G3M6H7 g3m6h7_9hyst
H2Q0V3 h2q0v3_pantr
M3WAF8 m3waf8_felca
Q0W9D7 q0w9d7_cerso
Q5R9M0 acm3_ponpy
W5NVA0 w5nva0_sheep
F7DD26 f7dd26_ornan
A4KTT0 a4ktt0_9neob
Q99P08 q99p08_9hyst
F7H1N3 f7h1n3_macmu
K4GR19 k4gr19_9saur
G3WB26 g3wb26_sarha
G5BY37 g5by37_hetga
U3I7Y3 u3i7y3_anapl
K4HGE9 k4hge9_calri
N0DK71 n0dk71_oncma
F6T0L6 f6t0l6_mondo
U3KKZ0 u3kkz0_fical
R9TMP2 r9tmp2_9saur
J7M490 j7m490_pantr
H0WPH2 h0wph2_otoga
F6VN67 f6vn67_horse
S4TZP1 s4tzp1_sheep
H5ZTZ3 h5ztz3_9gobi
A3KF60 a3kf60_macfa
F7F6U9 f7f6u9_calja
T1QUE7 t1que7_cenme
U6DMN3 u6dmn3_neovi
H2NDX2 h2ndx2_ponab
M3Z6H4 m3z6h4_muspf
J7MG82 j7mg82_pantr
A0A0D9RVU6 a0a0d9rvu6_chlsb
A4KTS8 a4kts8_9neob
H0XQ99 h0xq99_otoga
H0VCD7 h0vcd7_cavpo
A2TAF4 a2taf4_9neob
H0XZT1 h0xzt1_otoga
A0A0B6VQS1 a0a0b6vqs1_mouse
I3RU82 i3ru82_crati
G3VEL3 g3vel3_sarha
H0XQ14 h0xq14_otoga
A0A059V9E2 a0a059v9e2_bosin
F6PJG7 f6pjg7_macmu
F7H390 f7h390_macmu
Q1AG10 q1ag10_rabit
A0A0D9RUE4 a0a0d9rue4_chlsb
B9TS08 b9ts08_9tele
G3M751 g3m751_nycco
D2HS68 d2hs68_ailme
Q99NU1 q99nu1_crigr
Q9JKU1 tr119_rat
D2HTE6 d2hte6_ailme
K4GQU3 k4gqu3_gecge
G3RWV3 g3rwv3_gorgo
F1R5V3 f1r5v3_danre
Q9BFX2 q9bfx2_traeu
F7GE79 f7ge79_ornan
D6N2F2 d6n2f2_9prim
C5H7X4 c5h7x4_artja
B3DGN0 b3dgn0_danre
A5JTY1 a5jty1_lopim
D9MN85 d9mn85_rhife
G1T166 g1t166_rabit
F6YGB1 f6ygb1_ornan
K4GR52 k4gr52_natna
C0KIE8 c0kie8_scomx
Q53Z80 q53z80_macne
B3XZQ4 b3xzq4_9gobi
F1SCR5 f1scr5_pig
I6VQ07 i6vq07_9saur
D2YYN6 d2yyn6_9neob
F6TCC0 f6tcc0_calja
Q864H4 mshr_sagfu
F6PLI7 f6pli7_ornan
K7EXI3 k7exi3_pelsi
E9JLI3 e9jli3_9tele
F1NYB0 f1nyb0_chick
Q58TG1 q58tg1_9gobi
P79166 mshr_horse
H2PAM2 h2pam2_ponab
H2N3A8 h2n3a8_ponab
D5LXK6 d5lxk6_bovin
A2RQV6 a2rqv6_9neob
C7BBS5 c7bbs5_9neob
G3M734 g3m734_9euth
E9JLH7 e9jlh7_cteid
G1KV96 g1kv96_anoca
I3LLK4 i3llk4_pig
H9L037 h9l037_chick
Q9WUK7 opn3_mouse
Q9BG01 q9bg01_chavi
K4GUV2 k4guv2_9saur
P43240 agtr1_canfa
B3FFC1 b3ffc1_melms
C5I7V8 c5i7v8_lagac
I3MU79 i3mu79_icttr
U3F1K3 u3f1k3_calja
B3KM06 b3km06_plafe
T2MG48 t2mg48_hydvu
A0A0D4CEX1 a0a0d4cex1_holma
F7IN87 f7in87_calja
B8YPX5 b8ypx5_ratrt
P61752 hrh2_ponpy
K4HH84 k4hh84_geoac
E5G6C2 e5g6c2_9pass
E5G675 e5g675_9pass
Q6R6I7 rxfp1_mouse
E4W699 e4w699_danre
H0WNJ3 h0wnj3_otoga
H2QK23 h2qk23_pantr
U3FG72 u3fg72_calja
F6UU43 f6uu43_xentr
G1TDS9 g1tds9_rabit
K9LIC6 k9lic6_9saur
G1RNN3 g1rnn3_nomle
H7BS69 h7bs69_9tele
F6KXE3 f6kxe3_sheep
K4HKI0 k4hki0_moran
G8JCB7 g8jcb7_9tele
C3U0E7 c3u0e7_papha
G1T0F9 g1t0f9_rabit
F7H7U5 f7h7u5_calja
G1NCK3 g1nck3_melga
G3RIM3 g3rim3_gorgo
P33033 mc3r_mouse
E2R4N0 e2r4n0_canfa
H2NVF1 h2nvf1_ponab
H3ACT5 h3act5_latch
A3KPM6 a3kpm6_danre
Q98UH1 q98uh1_danre
U3KF58 u3kf58_fical
G1P2L9 g1p2l9_myolu
A0A096NB67 a0a096nb67_papan
F6TMY6 f6tmy6_ornan
E1UXY2 e1uxy2_rabit
Q6AXD8 q6axd8_mouse
M3VY79 m3vy79_felca
P79901 opsd_sarmi
G3M6C4 g3m6c4_hetbr
B2NK43 b2nk43_9tele
Q646D5 ta2r5_panpa
E1BMN4 e1bmn4_bovin
A0A096N900 a0a096n900_papan
Q80SX1 q80sx1_chain
F7E7U5 f7e7u5_ornan
Q90812 crfr1_chick
G3Q431 g3q431_gasac
Q95LG5 ackr1_papha
H0WMF1 h0wmf1_otoga
A0A089FJS1 a0a089fjs1_9saur
W5LGI4 w5lgi4_astmx
G4Y0P0 g4y0p0_bobox
D7PQZ9 d7pqz9_ailfu
O18772 o18772_pantr
A0A0A7EV38 a0a0a7ev38_9cich
S5RY33 s5ry33_mouse
U3K3N5 u3k3n5_fical
H2R9P0 h2r9p0_pantr
A0A0D9RAP4 a0a0d9rap4_chlsb
Q4U4D2 opn4_podsi
F1P9D3 f1p9d3_canfa
D9YL90 d9yl90_phypt
H2UFH0 h2ufh0_takru
G3PF64 g3pf64_gasac
G3VN71 g3vn71_sarha
A5Z0G4 a5z0g4_bubbu
D8WUT1 d8wut1_9tele
H3AYY1 h3ayy1_latch
H0WYY2 h0wyy2_otoga
D5KX77 d5kx77_9labr
G3RUA8 g3rua8_gorgo
H6UFM8 h6ufm8_9anur
E9Q9P0 acm2_mouse
P97926 oxyr_mouse
P48043 v1ar_sheep
G1NRP2 g1nrp2_melga
A0A097QQR8 a0a097qqr8_bosin
Q29627 pacr_bovin
M3X550 m3x550_felca
C5I7X2 c5i7x2_bostr
W5NSX0 w5nsx0_sheep
A0A089FKW8 a0a089fkw8_9saur
A0A0G2JVF9 a0a0g2jvf9_rat
O46428 cxcr4_macmu
K4GR87 k4gr87_lacvr
A0A0C5PY11 a0a0c5py11_megly
H2PAY7 h2pay7_ponab
G3UBJ4 g3ubj4_loxaf
Q5DUB3 nk1r_canfa
K4HKH7 k4hkh7_chebr
W5PY26 w5py26_sheep
F6Y4H2 f6y4h2_mondo
H0YQZ3 h0yqz3_taegu
Q9TUV6 q9tuv6_9prim
G3V7T1 g3v7t1_rat
G3PQ55 g3pq55_gasac
G1PIB5 g1pib5_myolu
Q8BKG4 fzd10_mouse
C7BBV5 c7bbv5_9neob
F7BW45 f7bw45_mondo
Q3UQE9 oxgr1_mouse
A0A0D4D8T3 a0a0d4d8t3_phaci
A0A0E3IR05 a0a0e3ir05_9euth
I3LUE7 i3lue7_pig
Q62828 q62828_rat
M3YV94 m3yv94_muspf
Q49LX5 ssr1_canfa
G3QPS8 g3qps8_gorgo
Q5ZQK3 q5zqk3_rabit
P70174 hrh1_mouse
J7M7R2 j7m7r2_pantr
C5HV40 c5hv40_chick
M3X5M7 m3x5m7_felca
F1PI21 f1pi21_canfa
A0A0A7EWZ5 a0a0a7ewz5_9cich
I3IU45 i3iu45_oreni
G3WVN3 g3wvn3_sarha
K4GTK3 k4gtk3_9saur
Q9BFF8 q9bff8_trima
F7FDL4 f7fdl4_calja
